c_abbrev9,c_city,c_description,c_description_len,c_destination,c_temp,cx_description_city,cx_destination_city,h_loca_latitude,h_loca_longitude,h_plc_description,h_plc_district,h_plc_identifier,h_plc_number,h_plc_reference_place,i_abbrev9,i_city,i_description,o_abbrev9,o_city,o_description,o_destination,u_nonpublic,u_plc_notes,ux_usecity_description,ux_usecity_destination
ENVI STUD,Oakland,Environmental Studies Center,28,Environmental Studies Center,0,Environmental Studies Center,Environmental Studies Center,37.7891037,-122.1784934,Environmental Studies Center,10,EVST,ENVISTUD,MTBE,ENVI STUD,Oakland,Environmental Studies Center,,,Environmental Studies Center,,,,,
MONT VIST,Oakland,Monte Vista Villas,18,Monte Vista Villas,0,Monte Vista Villas,Monte Vista Villas,37.7768488,-122.1638757,Monte Vista Villas,10,MTVT,MONTVIST,,MONT VIST,Oakland,Monte Vista Villas,,,Monte Vista Villas,,,,,
MACA DUTT,San Leandro,MacArthur Blvd. & Dutton Ave.,29,MacArthur Blvd. & Dutton Ave.,0,MacArthur Blvd. & Dutton Ave.,MacArthur Blvd. & Dutton Ave.,37.7344490,-122.1404006,MacArthur Blvd. & Dutton Ave.,15,MADU,MACADUTT,,MACA DUTT,San Leandro,MacArthur Blvd. & Dutton Ave.,,,MacArthur Blvd. & Dutton Ave.,,,,,
HBBA-A,Hayward,Hayward BART,12,Hayward BART,0,Hayward BART,Hayward BART,37.6697636,-122.0866247,Hayward BART,08,HBBA-A,HAYWBART,HBBA,HAYW BART,Hayward,Hayward BART,HBBA-A,,,,,,,
HBBA-D,Hayward,Hayward BART,12,Hayward BART,0,Hayward BART,Hayward BART,37.6697636,-122.0866247,Hayward BART,08,HBBA-D,HAYWBART,HBBA,HAYW BART,Hayward,Hayward BART,HBBA-D,,,,,,,
CVBA-A,Castro Valley,Castro Valley BART,18,Castro Valley BART,0,Castro Valley BART,Castro Valley BART,37.6916245,-122.0748333,Castro Valley BART,98,CVBA-A,C.V.BART,CVBA,C.V. BART,Alameda County,Castro Valley BART,CVBA-A,Castro Valley,,,,,,
CVBA-D,Castro Valley,Castro Valley BART,18,Castro Valley BART,0,Castro Valley BART,Castro Valley BART,37.6916245,-122.0748333,Castro Valley BART,98,CVBA-D,C.V.BART,CVBA,C.V. BART,Alameda County,Castro Valley BART,CVBA-D,Castro Valley,,,,,,
CAST PARK,Castro Valley,Center St. & Grove Way,22,Center St. & Grove Way,0,Center St. & Grove Way,Center St. & Grove Way,37.6901169,-122.0624661,Center St. & Grove Way,98,CSPR,CASTPARK,,CAST PARK,Alameda County,Center St. & Grove Way,,Castro Valley,Center St. & Grove Way,,,,,
CAST CENT,Castro Valley,Castro Valley Blvd. & Central Ave.,34,Castro Valley Blvd. & Central Ave.,0,Castro Valley Blvd. & Central Ave.,Castro Valley Blvd. & Central Ave.,37.6934686,-122.0623058,Castro Valley Blvd. & Central Ave.,98,CVCE,CASTCENT,,CAST CENT,Alameda County,Castro Valley Blvd. & Central Ave.,,Castro Valley,,,,,,
NEPA-A,Newark,NewPark Mall,12,NewPark Mall,0,NewPark Mall,NewPark Mall,37.5234066,-122.0047669,NewPark Mall,09,NEPA-A,NEWPARKS,NEPA,NEWP ARKS,Newark,NewPark Mall,NEPA-A,,,,,,,
NEPA-D,Newark,NewPark Mall,12,NewPark Mall,0,NewPark Mall,NewPark Mall,37.5234066,-122.0047669,NewPark Mall,09,NEPA-D,NEWPARKS,NEPA,NEWP ARKS,Newark,NewPark Mall,NEPA-D,,,,,,,
BSO FRBA,Fremont,Begin Superv. Order Near FRBA,29,Begin Superv. Order Near FRBA,0,Begin Superv. Order Near FRBA,Begin Superv. Order Near FRBA,37.5577149,-121.9756639,Begin Superv. Order Near FRBA,07,BSoFB,BSO FRBA,FRBA,BSO FRBA,Fremont,Begin Superv. Order Near FRBA,,,,,,,,
ENSO FRBA,Fremont,End Superv. Order Near FRBA,27,End Superv. Order Near FRBA,0,End Superv. Order Near FRBA,End Superv. Order Near FRBA,37.5577149,-121.9756639,End Superv. Order Near FRBA,07,ESoFB,ENSOFRBA,FRBA,ENSO FRBA,Fremont,End Superv. Order Near FRBA,,,,,,,,
FRBA-A,Fremont,Fremont BART,12,Fremont BART,0,Fremont BART,Fremont BART,37.5574063,-121.9756526,Fremont BART,07,FRBA-A,FRMTBART,FRBA,FRMT BART,Fremont,Fremont BART,FRBA-A,,,,,,,
FRBA-D,Fremont,Fremont BART,12,Fremont BART,0,Fremont BART,Fremont BART,37.5574063,-121.9756526,Fremont BART,07,FRBA-D,FRMTBART,FRBA,FRMT BART,Fremont,Fremont BART,FRBA-D,,,,,,,
SCDE,Fremont,Stevenson Blvd. & Gallaudet Dr.,31,Stevenson Blvd. & Gallaudet Dr.,0,Stevenson Blvd. & Gallaudet Dr.,Stevenson Blvd. & Gallaudet Dr.,37.5571880,-121.9622840,Stevenson Blvd. & Gallaudet Dr.,07,SCDE,SCHLDEAF,,SCHL DEAF,Fremont,Stevenson Blvd. & Gallaudet Dr.,SCDE,,Stevenson Blvd. & Gallaudet Dr.,,,,,
AUTO OSGD,Fremont,Auto Mall Parkway & Osgood Road,31,Auto Mall Parkway & Osgood Road,0,Auto Mall Parkway & Osgood Road,Auto Mall Parkway & Osgood Road,37.5131759,-121.9428790,Auto Mall Parkway & Osgood Road,07,AUOS,AUTOOSGD,,AUTO OSGD,Fremont,Auto Mall Parkway & Osgood Road,,,Auto Mall Parkway & Osgood Road,,,,,
PPGR-S,Fremont,Paseo Padre Parkway & S. Grimmer Blvd.,38,Paseo Padre Parkway & S. Grimmer Blvd.,2,Paseo Padre Parkway & S. Grimmer Blvd.,Paseo Padre Parkway & S. Grimmer Blvd.,37.5071200,-121.9283580,Paseo Padre Parkway & S. Grimmer Blvd.,07,PPGR-S,PPPKGRIM,,PPPK GRIM,Fremont,Paseo Padre Parkway & S. Grimmer Blvd.,PPGR-S,,Paseo Padre Parkway & S. Grimmer Blvd.,,,,,
LINC MAID,Oakland,Lincoln Ave. & Maiden Ave.,26,Lincoln Ave. & Maiden Ave.,0,"Lincoln Ave. & Maiden Ave., Oakland","Lincoln Ave. & Maiden Ave., Oakland",37.8101691,-122.1986070,Lincoln Ave. & Maiden Ave.,10,LCMA,LINCMAID,,LINC MAID,Oakland,Lincoln Ave. & Maiden Ave.,,,,,,,1,1
PARK FAIR,Richmond,Park Central & Fairway Dr.,26,Park Central & Fairway Dr.,0,"Park Central & Fairway Dr., Richmond","Park Central & Fairway Dr., Richmond",37.8940540,-122.1984765,Park Central & Fairway Dr.,21,PKFY,PARKFAIR,,PARK FAIR,Orinda,Park Central & Fairway Dr.,,Richmond,,,,,1,1
24TH MISS,San Francisco,24th St. Mission BART,21,San Francisco,2,24th St. Mission BART,San Francisco,37.7523272,-122.4182055,24th St. Mission BART,14,24MI,24THMISS,,24TH MISS,San Francisco,24th St. Mission BART,,,24th St. Mission BART,San Francisco,,,,
24MI-A,San Francisco,24th St. Mission BART,21,San Francisco,0,24th St. Mission BART,San Francisco,37.7523272,-122.4182055,24th St. Mission BART,14,24MI-A,24THMISS,24MI,24TH MISS,San Francisco,24th St. Mission BART,24MI-A,,,San Francisco,,,,
24MI-D,San Francisco,24th St. Mission BART,21,San Francisco,0,24th St. Mission BART,San Francisco,37.7523272,-122.4182055,24th St. Mission BART,14,24MI-D,24THMISS,24MI,24TH MISS,San Francisco,24th St. Mission BART,24MI-D,,,San Francisco,,,,
MISS 16TH,San Francisco,Mission St. & 16th St.,22,Mission St. & 16th St.,2,Mission St. & 16th St.,Mission St. & 16th St.,37.7655457,-122.4196307,Mission St. & 16th St.,14,MI16,MISS16TH,,MISS 16TH,San Francisco,Mission St. & 16th St.,,,,,,,,
KORE M.S.,El Cerrito,Korematsu Middle School,23,Korematsu Middle School,0,Korematsu Middle School,Korematsu Middle School,37.9144658,-122.3014868,Korematsu Middle School,05,KOMS,KOREM.S.,,KORE M.S.,El Cerrito,Korematsu Middle School,,,,,,,,
PITT BART,Pittsburg,Pittsburg / Bay Point BART,26,Pittsburg / Bay Point BART,2,Pittsburg / Bay Point BART,Pittsburg / Bay Point BART,38.0178129,-121.9453734,Pittsburg / Bay Point BART,99,PBBA,PITTBART,,PITT BART,Contra Costa County,Pittsburg / Bay Point BART,,Pittsburg,Pittsburg / Bay Point BART,,,,,
24ST-A,San Francisco,24th St. Mission BART,21,San Francisco,0,24th St. Mission BART,San Francisco,37.7523272,-122.4182055,24th St. Mission BART,14,24ST-A,24THMISS,,24TH MISS,San Francisco,24th St. Mission BART,24ST-A,,,San Francisco,,,,
24ST-D,San Francisco,24th St. Mission BART,21,San Francisco,0,24th St. Mission BART,San Francisco,37.7523272,-122.4182055,24th St. Mission BART,14,24ST-D,24THMISS,,24TH MISS,San Francisco,24th St. Mission BART,24ST-D,,,San Francisco,,,,
12BD-A,Oakland,12th St. & Broadway,19,Downtown Oakland,1,12th St. & Broadway,Downtown Oakland,37.8030510,-122.2720650,12th St. & Broadway,10,12BD-A,12THBDWY,12BD,12TH BDWY,Oakland,12th St. & Broadway,12BD-A,,,Downtown Oakland,,,,
12BD-D,Oakland,12th St. & Broadway,19,Downtown Oakland,1,12th St. & Broadway,Downtown Oakland,37.8030510,-122.2720650,12th St. & Broadway,10,12BD-D,12THBDWY,12BD,12TH BDWY,Oakland,12th St. & Broadway,12BD-D,,,Downtown Oakland,,,,
MNST WRED,Alameda,Monarch St. & West Red Line Ave.,32,Alameda Point,0,Monarch St. & West Red Line Ave.,Alameda Point,37.7888870,-122.3080760,Monarch St. & West Red Line Ave.,01,MNWR,MNSTWRED,,MNST WRED,Alameda,Monarch St. & West Red Line Ave.,,,Monarch St. & West Red Line Ave.,Alameda Point,,,,
FBBA-A,Oakland,Fruitvale BART,14,Fruitvale BART,0,Fruitvale BART,Fruitvale BART,37.7752472,-122.2250640,Fruitvale BART,10,FBBA-A,FTVLBART,FBBA,FTVL BART,Oakland,Fruitvale BART,FBBA-A,,Fruitvale BART,,,,,
FBBA-D,Oakland,Fruitvale BART,14,Fruitvale BART,0,Fruitvale BART,Fruitvale BART,37.7752472,-122.2250640,Fruitvale BART,10,FBBA-D,FTVLBART,FBBA,FTVL BART,Oakland,Fruitvale BART,FBBA-D,,Fruitvale BART,,,,,
SNEL 71ST,Oakland,Snell St. & 71st Ave.,21,Coliseum BART,0,Snell St. & 71st Ave.,Coliseum BART,37.7545431,-122.1972614,Snell St. & 71st Ave.,10,SN71,SNEL71ST,,SNEL 71ST,Oakland,Snell St. & 71st Ave.,,,,Coliseum BART,,,,
WMSP LIPP,Fremont,Northwestern Polytechnic University,35,Northwestern Polytechnic University,2,Northwestern Polytechnic University,Northwestern Polytechnic University,37.4814748,-121.9247061,Northwestern Polytechnic University,07,WSLP,WMSPLIPP,,WMSP LIPP,Fremont,Northwestern Polytechnic University,,,Northwestern Polytechnic University,,,,,
VINT CHES,Foster City,Vintage Park Dr. & Chess Dr.,28,Vintage Park Dr. & Chess Dr.,0,Vintage Park Dr. & Chess Dr.,Vintage Park Dr. & Chess Dr.,37.5635472,-122.2783556,Vintage Park Dr. & Chess Dr.,18,VICH,VINTCHES,,VINT CHES,Foster City,Vintage Park Dr. & Chess Dr.,,,,,,,,
DONA NORV,El Cerrito,Donal Ave. & Norvell St.,24,Donal Ave. & Norvell St.,2,Donal Ave. & Norvell St.,Donal Ave. & Norvell St.,37.9200095,-122.3067805,Donal Ave. & Norvell St.,05,DONO,DONANORV,,DONA NORV,El Cerrito,Donal Ave. & Norvell St.,,,,,,,,
SCOT DONA,El Cerrito,Scott St. & Donal Ave.,22,Scott St. & Donal Ave.,0,Scott St. & Donal Ave.,Scott St. & Donal Ave.,37.9210195,-122.3039967,Scott St. & Donal Ave.,05,SCDO,SCOTDONA,,SCOT DONA,El Cerrito,Scott St. & Donal Ave.,,,,,,,,
NAVR SEAV,El Cerrito,Navellier St. & Seaview Pl.,27,Navellier St. & Seaview Pl.,2,Navellier St. & Seaview Pl.,Navellier St. & Seaview Pl.,37.9161819,-122.2997902,Navellier St. & Seaview Pl.,05,NASV,NAVRSEAV,,NAVR SEAV,El Cerrito,Navellier St. & Seaview Pl.,,,,,,,,
MARK VANN,San Francisco,Market St. & South Van Ness Ave.,32,Market St. & South Van Ness Ave.,2,Market St. & South Van Ness Ave.,Market St. & South Van Ness Ave.,37.7751610,-122.4190823,Market St. & South Van Ness Ave.,14,VNMK-A,MARKVANN,VNMK,MARK VANN,San Francisco,Market St. & South Van Ness Ave.,,,,,,,,
MARK VANN,San Francisco,Market St. & South Van Ness Ave.,32,Market St. & South Van Ness Ave.,2,Market St. & South Van Ness Ave.,Market St. & South Van Ness Ave.,37.7751610,-122.4190823,Market St. & South Van Ness Ave.,14,VNMK-D,MARKVANN,VNMK,MARK VANN,San Francisco,Market St. & South Van Ness Ave.,,,,,,,,
10TH JEFF,Oakland,10th St. & Jefferson St.,24,Downtown Oakland,0,10th St. & Jefferson St.,Downtown Oakland,37.8033430,-122.2763454,10th St. & Jefferson St.,10,10JE,10THJEFF,,10TH JEFF,Oakland,10th St. & Jefferson St.,,,,Downtown Oakland,,,,
2ND WASH,Oakland,2nd St. & Washington St.,24,Jack London Square,2,2nd St. & Washington St.,Jack London Square,37.7965673,-122.2778501,2nd St. & Washington St.,10,2NWN,2ND WASH,,2ND WASH,Oakland,2nd St. & Washington St.,,,,Jack London Square,,,,
WINT AMDR,Hayward,Winton Ave. & Amador St.,24,Winton Ave. & Amador St.,2,Winton Ave. & Amador St.,Winton Ave. & Amador St.,37.6584714,-122.0951118,Winton Ave. & Amador St.,08,WNAM,WINTAMDR,,WINT AMDR,Hayward,Winton Ave. & Amador St.,,,,,,,,
OLNE CLKD,Fremont,Ohlone College,14,Ohlone College,2,Ohlone College,Ohlone College,37.5301610,-121.9112900,Ohlone College,07,OLCO-1,OLNECLKD,,OLNE CLKD,Fremont,Ohlone College,,,Ohlone College,,,,,
BFAI R,San Leandro,Bay Fair BART,13,Bay Fair BART,0,Bay Fair BART,Bay Fair BART,,,Bay Fair BART,15,BFAIR,,BYBA,BFAI R,San Leandro,Bay Fair BART,,,Bay Fair BART,,,,,
FREM T,Fremont,Fremont BART,12,Fremont BART,0,Fremont BART,Fremont BART,,,Fremont BART,07,FREMT,,FRBA,FREM T,Fremont,Fremont BART,,,Fremont BART,,,,,
HAY,Hayward,Hayward BART,12,Hayward BART,0,Hayward BART,Hayward BART,,,Hayward BART,08,HAY,,HBBA,HAY,Hayward,Hayward BART,,,Hayward BART,,,,,
SHAY,Hayward,South Hayward BART,18,South Hayward BART,0,South Hayward BART,South Hayward BART,,,South Hayward BART,08,SHAY,,SHBA,SHAY,Hayward,South Hayward BART,,,South Hayward BART,,,,,
UCIT Y,Union City,Union City BART,15,Union City BART,0,Union City BART,Union City BART,,,Union City BART,17,UCITY,,UBBA,UCIT Y,Union City,Union City BART,,,Union City BART,,,,,
BEG. S.U.,Santa Clara County,Beginning of Supv. Orders,25,Beginning of Supv. Orders,1,Beginning of Supv. Orders,Beginning of Supv. Orders,37.4292722,-122.1689254,Beginning Of Supv. Orders,97,BEGSU,BEG.S.U.,STOV,BEG. S.U.,Santa Clara County,Beginning of Supv. Orders,,,,,,,,
END S.U.,Santa Clara County,End of Supv. Orders,19,End of Supv. Orders,1,End of Supv. Orders,End of Supv. Orders,37.4311942,-122.1688071,End Of Supv. Orders,97,ENDSU,END S.U.,,END S.U.,Santa Clara County,End of Supv. Orders,,,,,,,,
WMSP BART,Fremont,Warm Springs/South Fremont BART,31,Warm Springs/South Fremont BART,2,Warm Springs/South Fremont BART,Warm Springs/South Fremont BART,37.5017423,-121.9382303,Warm Springs/South Fremont BART,07,WSBA,WMSPBART,,WMSP BART,Fremont,Warm Springs/South Fremont BART,,,Warm Springs/South Fremont BART,,,,,
ALST SHAT,Berkeley,Allston Way & Shattuck Ave.,27,Downtown Berkeley,2,Allston Way & Shattuck Ave.,Downtown Berkeley,37.8692105,-122.2679679,Allston Way & Shattuck Ave.,03,ALSH,ALSTSHAT,,ALST SHAT,Berkeley,Allston Way & Shattuck Ave.,,,,Downtown Berkeley,,,,
FITG BEBY,Pinole,Pinole Ridge Shopping Center (Best Buy),39,"Fitzgerald Drive, Pinole",2,Pinole Ridge Shopping Center (Best Buy),"Fitzgerald Drive, Pinole",37.9909354,-122.3059916,Pinole Ridge Shopping Center (Best Buy),12,FGBB,FITGBEBY,,FITG BEBY,Pinole,Pinole Ridge Shopping Center (Best Buy),,,Pinole Ridge Shopping Center (Best Buy),"Fitzgerald Drive, Pinole",,,,
NEWP ARKN,Newark,NewPark Mall,12,NewPark Mall,2,"NewPark Mall, Newark","NewPark Mall, Newark",37.5272764,-122.0022669,NewPark Mall,09,NEPA-N,NEWPARKN,,NEWP ARKN,Newark,NewPark Mall,,,NewPark Mall,,,,1,1
BUEN STAN,Alameda,Buena Vista Ave. & Stanton St.,30,Buena Vista Ave. & Stanton St.,0,Buena Vista Ave. & Stanton St.,Buena Vista Ave. & Stanton St.,37.7760762,-122.2578481,Buena Vista Ave. & Stanton St.,01,BVST,BUENSTAN,,BUEN STAN,Alameda,Buena Vista Ave. & Stanton St.,,,Buena Vista Ave. & Stanton St.,,,,,
BUEN PARK,Alameda,Buena Vista Ave. & Park St.,27,Buena Vista Ave. & Park St.,2,Buena Vista Ave. & Park St.,Buena Vista Ave. & Park St.,37.7682923,-122.2399197,Buena Vista Ave. & Park St.,01,BVPK,BUENPARK,,BUEN PARK,Alameda,Buena Vista Ave. & Park St.,,,Buena Vista Ave. & Park St.,,,,,
MORG MCPK,Oakland,Montclair Park,14,Montclair,2,Montclair Park,Montclair,37.8277843,-122.2117738,Montclair Park,10,MOMP,MORGMCPK,,MORG MCPK,Oakland,Montclair Park,,,Montclair Park,Montclair,,,,
MORG MCPK,Oakland,Montclair Park,14,Montclair Park,0,Montclair Park,Montclair Park,37.8277843,-122.2117738,Montclair Park,10,MOMP-A,MORGMCPK,MOMP,MORG MCPK,Oakland,Montclair Park,,,,,,,,
MORG MCPK,Oakland,Montclair Park,14,Montclair Park,0,Montclair Park,Montclair Park,37.8277843,-122.2117738,Montclair Park,10,MOMP-D,MORGMCPK,MOMP,MORG MCPK,Oakland,Montclair Park,,,,,,,,
5TH SING,Alameda,Alameda Landing Shopping Center,31,Alameda Landing Shopping Center,0,Alameda Landing Shopping Center,Alameda Landing Shopping Center,37.7870716,-122.2814888,5th St. & Singleton Ave.,01,5SIN,5TH SING,,5TH SING,Alameda,5th St. & Singleton Ave.,,,Alameda Landing Shopping Center,,,,,
HOLL 64TH,Emeryville,Hollis St. & 64th St.,21,Hollis St. & 64th St.,0,Hollis St. & 64th St.,Hollis St. & 64th St.,37.8448808,-122.2908899,Hollis St. & 64th St.,06,HL64,HOLL64TH,,HOLL 64TH,Emeryville,Hollis St. & 64th St.,,,,,,,,
7TH DWIG,Berkeley,7th St. & Dwight Way,20,7th St. & Dwight Way,1,7th St. & Dwight Way,7th St. & Dwight Way,37.8600252,-122.2942088,7th St. & Dwight Way,03,7TDW,7TH DWIG,,7TH DWIG,Berkeley,7th St. & Dwight Way,,,7th St. & Dwight Way,,,,,
HEAR 5TH,Berkeley,Hearst Ave. & 5th St.,21,Hearst Ave. & 5th St.,0,Hearst Ave. & 5th St.,Hearst Ave. & 5th St.,37.8690927,-122.2992567,Hearst Ave. & 5th St.,03,HE5T,HEAR 5TH,,HEAR 5TH,Berkeley,Hearst Ave. & 5th St.,,,,,,,,
4TH HARR,Berkeley,4th St. & Harrison St.,22,Northwest Berkeley,0,4th St. & Harrison St.,Northwest Berkeley,37.8805479,-122.3039835,4th St. & Harrison St.,03,4HAR,4TH HARR,,4TH HARR,Berkeley,4th St. & Harrison St.,,,,Northwest Berkeley,,,,
MONR JACK,Albany,Monroe Ave. & Jackson St.,25,Monroe Ave. & Jackson St.,0,Monroe Ave. & Jackson St.,Monroe Ave. & Jackson St.,37.8841943,-122.2992645,Monroe Ave. & Jackson St.,02,MRJK,MONRJACK,,MONR JACK,Albany,Monroe Ave. & Jackson St.,,,,,,,,
SHAT DURT,Berkeley,Shattuck Ave. & Durant Ave.,27,Shattuck Ave. & Durant Ave.,2,Shattuck Ave. & Durant Ave.,Shattuck Ave. & Durant Ave.,37.8666136,-122.2673991,Shattuck Ave. & Durant Ave.,03,SHDU,SHATDURT,,SHAT DURT,Berkeley,Shattuck Ave. & Durant Ave.,,,,,,,,
BANC PIED,Berkeley,Bancroft Way & Piedmont Ave.,28,U.C. Campus,2,Bancroft Way & Piedmont Ave.,U.C. Campus,37.8695937,-122.2527520,Bancroft Way & Piedmont Ave.,03,BAPT,BANCPIED,,BANC PIED,Berkeley,Bancroft Way & Piedmont Ave.,,,,U.C. Campus,,,,
RUSS CLAR,Berkeley,Russell St. & Claremont Blvd.,29,Claremont District,1,Russell St. & Claremont Blvd.,Claremont District,37.8590291,-122.2450861,Russell St. & Claremont Blvd.,03,RUCL,RUSSCLAR,,RUSS CLAR,Berkeley,Russell St. & Claremont Blvd.,,,,Claremont District,,,,
LEME CLEM,Oakland,Leimert Blvd. & Clemens Road,28,Leimert Blvd. & Clemens Road,2,Leimert Blvd. & Clemens Road,Leimert Blvd. & Clemens Road,37.8117881,-122.2126514,Leimert Blvd. & Clemens Road,10,LECL,LEMECLEM,,LEME CLEM,Oakland,Leimert Blvd. & Clemens Road,,,Leimert Blvd. & Clemens Road,,,,,
MLKJ UNIV,Berkeley,Martin Luther King Jr. Way & University Ave.,44,Martin Luther King Jr. Way & University Ave.,2,Martin Luther King Jr. Way & University Ave.,Martin Luther King Jr. Way & University Ave.,37.8716156,-122.2730349,Martin Luther King Jr. Way & University,03,MKUN,MLKJUNIV,,MLKJ UNIV,Berkeley,Martin Luther King Jr. Way & University,,,Martin Luther King Jr. Way & University Ave.,,,,,
DWIG SACR,Berkeley,Dwight Way & Sacramento St.,27,Dwight Way & Sacramento St.,0,Dwight Way & Sacramento St.,Dwight Way & Sacramento St.,37.8622384,-122.2808011,Dwight Way & Sacramento St.,03,DWSA,DWIGSACR,,DWIG SACR,Berkeley,Dwight Way & Sacramento St.,,,Dwight Way & Sacramento St.,,,,,
BVIS MINT,Alameda,Buena Vista Ave. & Minturn St.,30,Buena Vista Ave. & Minturn St.,2,Buena Vista Ave. & Minturn St.,Buena Vista Ave. & Minturn St.,37.7742739,-122.2536606,Buena Vista Ave. & Minturn St.,01,BVMT,BVISMINT,,BVIS MINT,Alameda,Buena Vista Ave. & Minturn St.,,,,,,,,
CHRI 64TH,Emeryville,Christie Ave. & 64th St.,24,Christie Ave. & 64th St.,2,Christie Ave. & 64th St.,Christie Ave. & 64th St.,37.8445979,-122.2959462,Christie Ave. & 64th St.,06,CH64,CHRI64TH,,CHRI 64TH,Emeryville,Christie Ave. & 64th St.,,,Christie Ave. & 64th St.,,,,,
5TH HARR,Berkeley,5th St. & Harrison St.,22,Northwest Berkeley,2,5th St. & Harrison St.,Northwest Berkeley,37.8808336,-122.3032572,5th St. & Harrison St.,03,5HAR,5TH HARR,,5TH HARR,Berkeley,5th St. & Harrison St.,,,,Northwest Berkeley,,,,
LACO 65TH,Emeryville,La Coste St.. & 65th St.,24,La Coste St.. & 65th St.,0,La Coste St.. & 65th St.,La Coste St.. & 65th St.,37.8457373,-122.2975439,La Coste St.. & 65th St.,06,LA65,LACO65TH,,LACO 65TH,Emeryville,La Coste St.. & 65th St.,,,,,,,,
GILM 6TH,Berkeley,Gilman St. & 6th St.,20,Northwest Berkeley,2,Gilman St. & 6th St.,Northwest Berkeley,37.8793578,-122.3018430,Gilman St. & 6th St.,03,GM6H,GILM 6TH,,GILM 6TH,Berkeley,Gilman St. & 6th St.,,,,Northwest Berkeley,,,,
GILM 7TH,Berkeley,Gilman St. & 7th St.,20,Northwest Berkeley,2,Gilman St. & 7th St.,Northwest Berkeley,37.8794895,-122.3004391,Gilman St. & 7th St.,03,GM7H,GILM 7TH,,GILM 7TH,Berkeley,Gilman St. & 7th St.,,,,Northwest Berkeley,,,,
LEWL TROP,San Leandro,Lewelling Blvd. & Tropic Ct.,28,Lewelling Blvd. & Tropic Ct.,0,Lewelling Blvd. & Tropic Ct.,Lewelling Blvd. & Tropic Ct.,37.6866540,-122.1377667,Lewelling Blvd. & Tropic Ct.,15,LETP,LEWLTROP,,LEWL TROP,San Leandro,Lewelling Blvd. & Tropic Ct.,,,,,,,,
105. INTL,Oakland,105th Ave. & International Blvd.,32,105th Ave. & International Blvd.,2,105th Ave. & International Blvd.,105th Ave. & International Blvd.,37.7393331,-122.1669627,105th Ave. & International Blvd.,10,105I,105.INTL,,105. INTL,Oakland,105th Ave. & International Blvd.,,,,,,,,
BUSS FACL,San Francisco,Transbay Bus Storage Facility,29,Transbay Bus Storage Facility,1,Transbay Bus Storage Facility,Transbay Bus Storage Facility,37.7820937,-122.3965491,Transbay Bus Storage Facility,14,BSFY,BUSSFACL,,BUSS FACL,San Francisco,Transbay Bus Storage Facility,,,Transbay Bus Storage Facility,,,,,
1ST MISN,San Francisco,1st St. & Mission St.,21,1st St. & Mission St.,2,1st St. & Mission St.,1st St. & Mission St.,37.7895770,-122.3973010,1st St. & Mission St.,14,1SMS,1ST MISN,,1ST MISN,San Francisco,1st St. & Mission St.,,,,,,,,
MACA 56TH,Oakland,MacArthur Blvd. & 56th Ave.,27,MacArthur Blvd. & 56th Ave.,2,MacArthur Blvd. & 56th Ave.,MacArthur Blvd. & 56th Ave.,37.7773531,-122.1875526,MacArthur Blvd. & 56th Ave.,10,MA56,MACA56TH,,MACA 56TH,Oakland,MacArthur Blvd. & 56th Ave.,,,MacArthur Blvd. & 56th Ave.,,,,,
3RD STLN,San Francisco,Transbay Bus Storage Facility,29,Transbay Bus Storage Facility,0,Transbay Bus Storage Facility,Transbay Bus Storage Facility,37.7820290,-122.3964480,Transbay Bus Storage Facility,14,3RST,3RD STLN,,3RD STLN,San Francisco,Transbay Bus Storage Facility,,,Transbay Bus Storage Facility,,,,,
WMID MONR,Alameda,W. Midway Ave. & Monarch St.,28,Alameda Point,2,W. Midway Ave. & Monarch St.,Alameda Point,37.7863479,-122.3080178,West Midway Ave. & Monarch St.,01,WMMA,WMIDMONR,,WMID MONR,Alameda,West Midway Ave. & Monarch St.,,,W. Midway Ave. & Monarch St.,Alameda Point,,,,
23RD E.23,Oakland,23rd Ave. & E. 23rd St.,23,23rd Ave. & E. 23rd St.,2,23rd Ave. & E. 23rd St.,23rd Ave. & E. 23rd St.,37.7901469,-122.2302176,23rd Ave. & E. 23rd St.,10,2323,23RDE.23,,23RD E.23,Oakland,23rd Ave. & E. 23rd St.,,,,,,,,
FRVE SCHL,Oakland,Fruitvale Ave. & School St.,27,Fruitvale Ave. & School St.,2,Fruitvale Ave. & School St.,Fruitvale Ave. & School St.,37.7955310,-122.2180787,Fruitvale Ave. & School St.,10,FVSC,FRVESCHL,,FRVE SCHL,Oakland,Fruitvale Ave. & School St.,,,,,,,,
PICE CENT,Richmond,Pierce St. & Central Ave.,25,Pierce St. & Central Ave.,2,Pierce St. & Central Ave.,Pierce St. & Central Ave.,37.9008548,-122.3095643,Pierce St. & Central Ave.,13,PICN,PICECENT,,PICE CENT,Richmond,Pierce St. & Central Ave.,,,,,,,,
PICE SOLA,Albany,Pierce St. & Solano Ave.,24,Pierce St. & Solano Ave.,2,Pierce St. & Solano Ave.,Pierce St. & Solano Ave.,37.8889819,-122.3058040,Pierce St. & Solano Ave.,02,PISO,PICESOLA,,PICE SOLA,Albany,Pierce St. & Solano Ave.,,,,,,,,
